plant_id,species,genus,family,order,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
237,Prunus pumila,Prunus,Rosaceae,Rosales,0.5589,0.0978,0.5808,0.0963,0.0955,0.4568,0.7249,0.7829,0.5024
238,Malus domestica,Malus,Rosaceae,Rosales,0.0984,0.6662,0.0973,0.0939,0.0961,0.5191,0.7691,0.838,0.5597
239,Aronia melanocarpa,Aronia,Rosaceae,Rosales,0.0969,0.0989,0.0986,0.098,0.0944,0.5031,0.7569,0.8326,0.5608
240,Amelanchier alnifolia,Amelanchier,Rosaceae,Rosales,0.5513,0.096,0.0973,0.0963,0.0967,0.5138,0.7788,0.8589,0.5688
241,Amelanchier arborea,Amelanchier,Rosaceae,Rosales,0.099,0.5789,0.0972,0.0964,0.0945,0.5244,0.7848,0.8638,0.5722
242,Amelanchier sanguinea,Amelanchier,Rosaceae,Rosales,0.5455,0.5735,0.5997,0.0963,0.0972,0.5558,0.8316,0.9157,0.6016
243,Amelanchier spicata,Amelanchier,Rosaceae,Rosales,0.0959,0.0969,0.0953,0.0956,0.0961,0.5067,0.762,0.8387,0.5629
244,Amelanchier laevis,Amelanchier,Rosaceae,Rosales,0.0975,0.576,0.0981,0.097,0.4637,0.5324,0.7792,0.8545,0.5741
245,Rubus pubescens,Rubus,Rosaceae,Rosales,0.0961,0.0978,0.0975,0.4308,0.4623,0.5455,0.7753,0.8575,0.584
246,Rubus idaeus,Rubus,Rosaceae,Rosales,0.0986,0.0977,0.0972,0.0964,0.0957,0.4968,0.7518,0.8319,0.5517
247,Rubus occidentalis,Rubus,Rosaceae,Rosales,0.096,0.0974,0.0983,0.0972,0.0986,0.5024,0.7451,0.8161,0.5455
248,Rubus flagellaris,Rubus,Rosaceae,Rosales,0.5515,0.5905,0.593,0.0951,0.0949,0.5561,0.8098,0.8932,0.5926
249,Rubus allegheniensis,Rubus,Rosaceae,Rosales,0.0975,0.0985,0.0936,0.095,0.0958,0.4997,0.7576,0.834,0.5504
250,Rubus canadensis,Rubus,Rosaceae,Rosales,0.5508,0.5946,0.5846,0.0948,0.0944,0.5643,0.8298,0.9121,0.6028
251,Rosa carolina,Rosa,Rosaceae,Rosales,0.5604,0.5883,0.5954,0.0939,0.0954,0.5587,0.8226,0.8973,0.5894
252,Rosa blanda,Rosa,Rosaceae,Rosales,0.5758,0.098,0.5805,0.4556,0.4727,0.5472,0.8188,0.9041,0.605
253,Rosa arkansana,Rosa,Rosaceae,Rosales,0.0976,0.0981,0.0976,0.094,0.0968,0.5103,0.7577,0.8216,0.5527
254,Fragaria vesca,Fragaria,Rosaceae,Rosales,0.0955,0.0957,0.0969,0.0968,0.0947,0.0962,0.4901,0.5251,0.3172
255,Fragaria virginiana,Fragaria,Rosaceae,Rosales,0.0991,0.097,0.0962,0.0927,0.0969,0.298,0.0888,0.0866,0.0829
256,Comarum palustre,Comarum,Rosaceae,Rosales,0.0978,0.0954,0.095,0.0953,0.0948,0.3429,0.0932,0.1968,0.088
257,Drymocallis arguta,Drymocallis,Rosaceae,Rosales,0.6578,0.6782,0.0968,0.0939,0.0974,0.5701,0.8036,0.8794,0.5869
258,Potentilla simplex,Potentilla,Rosaceae,Rosales,0.097,0.5604,0.0964,0.0952,0.4532,0.3332,0.089,0.0838,0.0796
259,Potentilla norvegica,Potentilla,Rosaceae,Rosales,0.0972,0.0985,0.0956,0.3884,0.0962,0.3275,0.0877,0.0849,0.0786
260,Potentilla argentea,Potentilla,Rosaceae,Rosales,0.0958,0.5536,0.0957,0.0935,0.0955,0.3259,0.0867,0.0847,0.0784
261,Potentilla recta,Potentilla,Rosaceae,Rosales,0.0985,0.5545,0.0957,0.0955,0.0953,0.332,0.0884,0.0852,0.0811
262,Comandra umbellata,Comandra,Santalaceae,Santalales,0.0985,0.0978,0.0981,0.0951,0.097,1.4942,2.2897,2.372,1.6131
263,Spiraea alba,Spiraea,Rosaceae,Rosales,0.0967,0.099,0.0982,0.0966,0.0945,0.5191,0.7599,0.8308,0.5562
264,Persicaria sagittata,Persicaria,Polygonaceae,Caryophyllales,0.099,0.0974,0.5409,0.094,0.0952,0.333,0.087,0.085,0.0766
265,Persicaria amphibia,Persicaria,Polygonaceae,Caryophyllales,0.097,0.5654,0.0964,0.0942,0.0965,0.3409,0.0885,0.0857,0.0793
266,Persicaria thunbergii,Persicaria,Polygonaceae,Caryophyllales,0.5475,0.6153,0.5965,0.0943,0.456,0.5118,0.6963,0.7611,0.5037
267,Persicaria lapathifolia,Persicaria,Polygonaceae,Caryophyllales,0.0942,0.0956,0.0951,0.0957,0.4576,0.3383,0.0872,0.087,0.0796
268,Persicaria pensylvanica,Persicaria,Polygonaceae,Caryophyllales,0.5793,0.615,0.5899,0.4419,0.0971,0.5338,0.7002,0.7628,0.5159
269,Persicaria hydropiper,Persicaria,Polygonaceae,Caryophyllales,0.0951,0.0957,0.0953,0.0943,0.0954,0.3392,0.0873,0.0857,0.0819
270,Persicaria maculosa,Persicaria,Polygonaceae,Caryophyllales,0.0955,0.0966,0.096,0.0959,0.0954,0.3573,0.0858,0.0857,0.0783
271,Rumex mexicanus,Rumex,Polygonaceae,Caryophyllales,0.6408,0.5803,0.5939,0.4574,0.4759,0.4896,0.7517,0.8097,0.5341
272,Rumex britannica,Rumex,Polygonaceae,Caryophyllales,0.624,0.5975,0.5964,0.096,0.0963,0.4814,0.7392,0.7786,0.5068
273,Rumex acetosella,Rumex,Polygonaceae,Caryophyllales,0.0983,0.0967,0.0994,0.0983,0.0966,0.0927,0.3246,0.264,0.0938
274,Polygonum tenue,Polygonum,Polygonaceae,Caryophyllales,0.6719,0.6871,0.7297,0.0942,0.5632,0.592,0.8583,0.9242,0.6111
275,Polygonella articulata,Polygonella,Polygonaceae,Caryophyllales,0.6675,0.7027,0.7235,0.0947,0.0973,0.5811,0.8518,0.9268,0.6101
276,Fallopia convolvulus,Fallopia,Polygonaceae,Caryophyllales,0.098,0.0958,0.0975,0.0957,0.0959,0.3375,0.0867,0.0845,0.0794
277,Fallopia scandens,Fallopia,Polygonaceae,Caryophyllales,0.0966,0.0961,0.098,0.097,0.0959,0.3314,0.0864,0.0851,0.0773
278,Kali turgidum,Kali,Amaranthaceae,Caryophyllales,0.7242,0.6999,0.7217,0.5596,0.5932,0.6322,0.8969,0.9754,0.6558
279,Triadenum fraseri,Triadenum,Hypericaceae,Malpighiales,0.8154,0.8358,0.8261,0.5417,0.0963,0.6935,1.0078,1.0939,0.7334
280,Lysimachia borealis,Lysimachia,Primulaceae,Ericales,0.5948,0.6332,0.5993,0.4566,0.4764,0.641,0.712,0.7703,0.521
281,Moehringia lateriflora,Moehringia,Caryophyllaceae,Caryophyllales,0.096,0.0959,0.0961,0.5237,0.0962,0.5605,0.7971,0.8799,0.6005
282,Stellaria media,Stellaria,Caryophyllaceae,Caryophyllales,0.0966,0.0978,0.6921,0.0949,0.0948,0.0927,0.3366,0.2827,0.0969
283,Stellaria longifolia,Stellaria,Caryophyllaceae,Caryophyllales,0.546,0.578,0.7347,0.0968,0.0969,0.4769,0.7362,0.7873,0.5098
284,Silene latifolia,Silene,Caryophyllaceae,Caryophyllales,0.0975,0.5566,0.0984,0.0932,0.0991,0.3359,0.0917,0.2103,0.0874
285,Silene antirrhina,Silene,Caryophyllaceae,Caryophyllales,0.5772,0.0971,0.0981,0.4478,0.0963,0.497,0.6551,0.7255,0.4871
286,Mollugo verticillata,Mollugo,Molluginaceae,Caryophyllales,0.0976,0.0977,0.0977,0.0951,0.097,0.5766,0.8553,0.9379,0.6285
287,Portulaca oleracea,Portulaca,Portulacaceae,Caryophyllales,0.0962,0.0959,0.7687,0.0941,0.0973,0.3863,0.0902,0.0852,0.0816
288,Mirabilis nyctaginea,Mirabilis,Nyctaginaceae,Caryophyllales,0.799,0.0975,0.0965,0.6264,0.0958,0.6158,0.8838,0.9751,0.6645
289,Mirabilis albida,Mirabilis,Nyctaginaceae,Caryophyllales,0.7878,0.0979,0.5886,0.6349,0.4822,0.6451,0.9429,1.0428,0.7049
290,Amaranthus retroflexus,Amaranthus,Amaranthaceae,Caryophyllales,0.0963,0.0967,0.0954,0.0952,0.0943,0.3772,0.0926,0.2008,0.0867
291,Chenopodiastrum hybridum,Chenopodiastrum,Amaranthaceae,Caryophyllales,0.7384,0.7281,0.7332,0.5446,0.5728,0.6285,0.8683,0.9453,0.6352
292,Chondrosum hirsutum,Chondrosum,Poaceae,Poales,0.0981,0.0983,0.0964,0.0951,0.0938,0.2965,0.0866,0.0834,0.076
293,Chenopodium album,Chenopodium,Amaranthaceae,Caryophyllales,0.0988,0.0959,0.0967,0.0968,0.0945,0.3534,0.0856,0.0853,0.0785
294,Chenopodium leptophyllum,Chenopodium,Amaranthaceae,Caryophyllales,0.5671,0.5864,0.5957,0.0961,0.098,0.5321,0.7032,0.7616,0.5062
295,Cornus alternifolia,Cornus,Cornaceae,Cornales,0.0952,0.0987,0.0965,0.0964,0.0959,0.4357,0.9187,0.8517,0.4822
296,Cornus sericea,Cornus,Cornaceae,Cornales,0.0985,0.0974,0.0971,0.095,0.0944,0.0907,0.6364,0.4703,0.0928
297,Cornus racemosa,Cornus,Cornaceae,Cornales,0.0967,0.0966,0.0976,0.0955,0.0965,0.4351,0.8971,0.8353,0.4761
298,Impatiens capensis,Impatiens,Balsaminaceae,Ericales,0.0989,0.0963,0.0964,0.0945,0.095,0.484,0.088,0.0859,0.0813
299,Pyrola rotundifolia,Pyrola,Ericaceae,Ericales,0.0968,0.0968,0.0965,0.0953,0.5632,0.4263,0.0878,0.0861,0.0823
300,Chamaedaphne calyculata,Chamaedaphne,Ericaceae,Ericales,0.0983,0.0941,0.0963,0.095,0.0963,0.6307,0.7508,0.8202,0.5551
301,Vaccinium myrtilloides,Vaccinium,Ericaceae,Ericales,0.0967,0.0977,0.0973,0.0927,0.0944,0.6132,0.7578,0.8367,0.5514
302,Vaccinium angustifolium,Vaccinium,Ericaceae,Ericales,0.0937,0.0969,0.0968,0.0963,0.0963,0.6083,0.7642,0.8422,0.5588
303,Phlox paniculata,Phlox,Polemoniaceae,Ericales,0.5707,0.6413,0.6073,0.0945,0.0971,0.6802,0.9254,1.002,0.6636
304,Phlox pilosa,Phlox,Polemoniaceae,Ericales,0.0985,0.0984,0.0992,0.0961,0.0973,0.6293,0.877,0.9497,0.6285
305,Dysphania atriplicifolia,Dysphania,Amaranthaceae,Caryophyllales,0.7249,0.7035,0.719,0.5582,0.5912,0.6218,0.8642,0.9433,0.6333
306,Lysimachia thyrsiflora,Lysimachia,Primulaceae,Ericales,0.0975,0.6158,0.0975,0.097,0.4563,0.4727,0.0863,0.0845,0.0808
307,Lysimachia ciliata,Lysimachia,Primulaceae,Ericales,0.5734,0.0964,0.5849,0.4397,0.0972,0.6117,0.6932,0.7608,0.5107
308,Ilex verticillata,Ilex,Aquifoliaceae,Aquifoliales,0.0979,0.0979,0.0983,0.0955,0.0983,1.6318,2.4231,2.6414,1.7386
309,Convolvulus arvensis,Convolvulus,Convolvulaceae,Solanales,0.0951,0.0986,0.0982,0.0937,0.0949,0.0935,0.6856,0.7475,0.4316
310,Physalis virginiana,Physalis,Solanaceae,Solanales,0.0975,0.0979,0.0973,0.0942,0.0968,0.536,0.7585,0.8277,0.5559
311,Physalis pubescens,Physalis,Solanaceae,Solanales,0.5854,0.5854,0.5992,0.4442,0.097,0.6046,0.822,0.9024,0.6065
312,Solanum carolinense,Solanum,Solanaceae,Solanales,0.5681,0.0993,0.098,0.4366,0.0961,0.5213,0.6557,0.7247,0.4936
313,Solanum dulcamara,Solanum,Solanaceae,Solanales,0.0961,0.0981,0.0971,0.0945,0.0949,0.3647,0.2829,0.2501,0.0957
314,Solanum nigrum,Solanum,Solanaceae,Solanales,0.0958,0.5555,0.0961,0.0966,0.0948,0.3674,0.0878,0.0869,0.0805
315,Solanum americanum,Solanum,Solanaceae,Solanales,0.0979,0.5511,0.0943,0.096,0.0949,0.363,0.0883,0.084,0.0796
316,Gentiana andrewsii,Gentiana,Gentianaceae,Gentianales,0.0956,0.7636,0.0963,0.0943,0.0958,0.3764,0.0887,0.0855,0.0846
317,Houstonia longifolia,Houstonia,Rubiaceae,Gentianales,0.0967,0.6639,0.0979,0.0954,0.5521,0.3379,0.0916,0.1958,0.0865
318,Galium boreale,Galium,Rubiaceae,Gentianales,0.0969,0.0968,0.0968,0.0935,0.4562,0.0944,0.2972,0.2623,0.0957
319,Galium aparine,Galium,Rubiaceae,Gentianales,0.097,0.0968,0.5394,0.0952,0.0971,0.2798,0.0893,0.0854,0.0794
320,Galium trifidum,Galium,Rubiaceae,Gentianales,0.5602,0.5955,0.5911,0.0953,0.0966,0.4846,0.6912,0.7523,0.4984
321,Galium triflorum,Galium,Rubiaceae,Gentianales,0.564,0.0964,0.0992,0.4448,0.0981,0.4678,0.6282,0.6929,0.4795
322,Apocynum cannabinum,Apocynum,Apocynaceae,Gentianales,0.5496,0.0992,0.099,0.0922,0.549,0.4983,0.6323,0.6937,0.4676
323,Apocynum androsaemifolium,Apocynum,Apocynaceae,Gentianales,0.0978,0.0978,0.0944,0.0957,0.5408,0.3535,0.0877,0.086,0.0779
324,Asclepias incarnata,Asclepias,Apocynaceae,Gentianales,0.0972,0.0979,0.098,0.094,0.446,0.3365,0.085,0.0848,0.0778
